,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
55,Rise,"Jonas Blue",5492,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
56,แด่ศาลที่เคารพ,"น้อย พรู",5463,https://open.spotify.com/track/6n0rmCVUHJs7gERNwjcIjW
57,04:00,"The Toys",5406,https://open.spotify.com/track/3h7TbK7x7yxJavEZydbOzX
58,เกาะสวาทหาดสวรรค์,"Gavin D",5313,https://open.spotify.com/track/193BjzeSedC42I3ydg1SyF
59,"SICKO MODE","Travis Scott",5290,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
60,ฝืนตัวเองไม่เป็น,"Non Tanon",5225,https://open.spotify.com/track/0FlZM6SFefxfXzX68IpVxb
61,"Shape of You","Ed Sheeran",5104,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
62,ไม่เหมือนใคร,"D Gerrard",5049,https://open.spotify.com/track/39Mg8slCqS2tyaZUZ1cQ1M
63,"Aow La Woii","Twopee Southside",4948,https://open.spotify.com/track/5CVG6LsBNhEkDpVzXOaqMq
64,จูบ,Illslick,4883,https://open.spotify.com/track/6RvSPE7NJCkzSrc7rn5OOC
65,ร้อยล้านวิว,Stamp,4790,https://open.spotify.com/track/2KKwNFzypGehPrAZCKc1HW
66,"Be Alright","Dean Lewis",4784,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
67,"I'm a Mess","Bebe Rexha",4698,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
68,มีแฟน'ยัง,"LOTTE Thakorn",4695,https://open.spotify.com/track/63ZR6CaIe8mYwgg8vEWxTQ
69,BAAM,MOMOLAND,4680,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
70,ผิดที่ฉัน,60Miles,4509,https://open.spotify.com/track/65SM4x81LohlqhSVFqITWd
71,"FAKE LOVE",BTS,4430,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
72,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",4426,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
73,"Solo (feat. Demi Lovato)","Clean Bandit",4418,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
74,"Dance The Night Away",TWICE,4370,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
75,"Born To Be Yours",Kygo,4348,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
76,"Strawberries & Cigarettes","Troye Sivan",4345,https://open.spotify.com/track/2z7UKVsBdbA7HFPunDKDP4
77,"Bad Boy","Red Velvet",4275,https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
78,แค่เราไม่ได้รักกัน,Indigo,4212,https://open.spotify.com/track/7Fi43HjA5FTTCPOj2wai00
79,"Ocean (feat. Khalid)","Martin Garrix",4208,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
80,พอ,"Atom Chanakan",4188,https://open.spotify.com/track/72KOmS4Af9IEFsT87TK1VQ
81,"Taste (feat. Offset)",Tyga,4158,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
82,อย่าทำอย่างนั้น,PORTRAIT,4130,https://open.spotify.com/track/1tMotuXLRwAZYpRfz4oAMx
83,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,4020,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
84,รู้ทั้งรู้,OG-ANIC,4019,https://open.spotify.com/track/0KnDJSGxu03x8idlKLKKki
85,"Better Now","Post Malone",4001,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
86,"Me & You ◑",HONNE,3905,https://open.spotify.com/track/2mDeWOqdFJLV2zsrTCPG0T
87,"BOOMBAYAH - KR Ver.",BLACKPINK,3887,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
88,เป็นทุกอย่าง,"Room 39",3854,https://open.spotify.com/track/09zqmrjQokoAfQJ1WeLkFK
89,"PLAYING WITH FIRE - KR Ver.",BLACKPINK,3847,https://open.spotify.com/track/5OepnJhqZoyJN8qWo2LZzy
90,Youngblood,"5 Seconds of Summer",3833,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
91,"อยู่ดีๆก็… (feat. Youngohm)",Wonderframe,3822,https://open.spotify.com/track/0b9JDLbAgCazIwPSWj6DNL
92,โคตรจะภักดี,O-Pavee,3748,https://open.spotify.com/track/5HEUm9PnNxzZAIbThvehky
93,เจ็บจนไม่เข้าใจ,PORTRAIT,3742,https://open.spotify.com/track/4URCEQmgwuwaHiySIqGmIa
94,"In My Mind",Dynoro,3647,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
95,Connection,OneRepublic,3643,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
96,"What is Love?",TWICE,3585,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
97,"BBoom BBoom",MOMOLAND,3582,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
98,เบอร์มาดิ,P-Hot,3559,https://open.spotify.com/track/740TQSOivzfTgFYcMPWbnf
99,"Body (feat. brando)","Loud Luxury",3558,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
100,"WHISTLE - KR Ver.",BLACKPINK,3534,https://open.spotify.com/track/67BbMuItfrHmaNqDxBPF7c
101,"Let Me",ZAYN,3518,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
102,"กลัวแฟน (feat. เจนนิเฟอร์ คิ้ม)","D Gerrard",3474,https://open.spotify.com/track/4Vde58gbp3MXOCT4Kly18e
103,"Lucid Dreams","Juice WRLD",3427,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
104,Havana,"Camila Cabello",3369,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
105,"8 Letters","Why Don't We",3340,https://open.spotify.com/track/6AkFxZzBfyzV5RF7mGkASM
106,PLEASE,"Atom Chanakan",3320,https://open.spotify.com/track/60hF3gZXQ33xdAXXk6tE1x
107,SAD!,XXXTENTACION,3318,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
108,"HANN (Alone)",(G)I-DLE,3271,https://open.spotify.com/track/7gr57cYekMWriyJYbT7oZ4
109,"The Middle",Zedd,3250,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
110,"Let's See What The Night Can Do","Jason Mraz",3246,https://open.spotify.com/track/3dglCYsVMjPbDlU2CC9Vq7
111,Natural,"Imagine Dragons",3230,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
112,"Jackie Chan",Tiësto,3230,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
113,Egotistic,Mamamoo,3198,https://open.spotify.com/track/5Z4aqpT39KpY8gbHoJWdou
114,Patient,"Charlie Puth",3186,https://open.spotify.com/track/2ZrHbO88rM6Ijeg0aJmSzl
115,LATATA,(G)I-DLE,3167,https://open.spotify.com/track/2ezKXygNO30pXyDQXkm6oD
116,"Side Effects","The Chainsmokers",3148,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
117,รถคันเก่า,"Atom Chanakan",3140,https://open.spotify.com/track/5tYSThnYOKQCEjtvFiGcL0
