,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
103,"Be Your Friend‬‬",Vigiland,2497,https://open.spotify.com/track/2mSIu1ZPo22Ihx3EwS4E6h
104,"Summertime Magic","Childish Gambino",2489,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
105,Hvězdy,"Nik Tendo",2474,https://open.spotify.com/track/2ECji5XIc6XRWgGGsaFRUP
106,"Ignite (feat. SEUNGRI)",K-391,2471,https://open.spotify.com/track/0UMLejbZXf7YVgnfxURvVr
107,"FRIENDS - R3hab Remix",Marshmello,2470,https://open.spotify.com/track/18YRKiIZO4qDEc5Ik0Cry6
108,"Take Me to Church",Hozier,2459,https://open.spotify.com/track/3KYOGt8IO6j8wptkG9THag
109,"Mad Love","Sean Paul",2458,https://open.spotify.com/track/4dSoDnmR9opAQ8KxUc9SbC
110,"'Till I Collapse",Eminem,2451,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
111,"Lonely Together (feat. Rita Ora)",Avicii,2445,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
112,Wolves,"Selena Gomez",2438,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
113,"I Like Me Better",Lauv,2429,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
114,Dura,"Daddy Yankee",2389,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
115,"Dancing Alone","Axwell /\ Ingrosso",2389,https://open.spotify.com/track/5xzzxWj8a1YBbNZhNLqWuQ
116,"Potkal Jsem Tě Po Letech",Chinaski,2377,https://open.spotify.com/track/3wnSkikz2xzpf03UEDgTj9
117,Spolu,Sima,2369,https://open.spotify.com/track/4A9d8S2zKU9hJ912t4iX5y
118,Dreamer,"Axwell /\ Ingrosso",2360,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
119,"Perfect Week",Calin,2353,https://open.spotify.com/track/2iRdbpbnZTvJBBJWxmTJsm
120,"Too Good At Goodbyes","Sam Smith",2351,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
121,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",2350,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
