,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
157,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,2553,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
158,"Tú Y Yo (feat. Nicky Jam & Justin Quiles)",Valentino,2536,https://open.spotify.com/track/58smOywZbVu8AjWutppiQA
159,"Eastside (with Halsey & Khalid)","benny blanco",2527,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
160,"I'm Yours","Jason Mraz",2520,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
161,"Te Mando Flores",Fonseca,2501,https://open.spotify.com/track/6OpHDI8lRiqHLqmUIYUxVr
162,"God is a woman","Ariana Grande",2497,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
163,"No Lie","Sean Paul",2493,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
164,"Quisiera Alejarme (feat. Ozuna & CNCO) - Remix",Wisin,2487,https://open.spotify.com/track/4khRdk0vpLBWzGu41Fd7Rl
165,"Devuelveme a mi chica","Hombres G",2471,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
166,"Lost on You",LP,2471,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC
167,"Bella y Sensual","Romeo Santos",2465,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
168,"Bohemian Rhapsody",Queen,2452,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
169,"La Mujer Perfecta",KURT,2437,https://open.spotify.com/track/0mAGeks6ns4FZWBPkjD9HR
170,"No Te Creo","Felipe Peláez",2424,https://open.spotify.com/track/4UcRV7KP7Je3yILEPe3gdf
171,Ahora,"J Balvin",2406,https://open.spotify.com/track/2yBWnRKj0Zx7AF1kufajvW
172,"Born To Be Yours",Kygo,2398,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
173,Closer,"The Chainsmokers",2367,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
174,Chachachá,"Jósean Log",2362,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh
175,"Body (feat. brando)","Loud Luxury",2358,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
176,"Te Voy a Amar","Andrés Cepeda",2352,https://open.spotify.com/track/6G6DiIkasBrTbARK74U7kv
177,"Quédate Aquí","Mike Bahía",2342,https://open.spotify.com/track/40BHOcBhBU6InTXea4VRAK
178,"Una y Otra Vez","Manuel Medrano",2338,https://open.spotify.com/track/0bK3jxkbq5cDKWr68KtO8G
179,"Amor Con Hielo",Morat,2334,https://open.spotify.com/track/105pLwtYErO64sPyXsPPAP
180,"Mi Gente","J Balvin",2322,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
181,"3 A.M.","Jesse & Joy",2318,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
182,Youngblood,"5 Seconds of Summer",2304,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
183,Besame,Valentino,2296,https://open.spotify.com/track/7Ckhk1XW5NV2k4jpqtQNlz
184,"Wake Me Up - Radio Edit",Avicii,2282,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
185,"Hey DJ",CNCO,2272,https://open.spotify.com/track/1XgpK29CGGjZnxPYkiRbh4
186,"One Dance",Drake,2271,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
187,"Sweet Child O' Mine","Guns N' Roses",2259,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51
188,"Si Tú La Ves","Nicky Jam",2258,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE
189,"Me Llamas (feat. Maluma) - Remix","Piso 21",2256,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
