,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
116,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",1544,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
117,Pineapple,"Karol G",1542,https://open.spotify.com/track/2RXzzOxmBlffT81fjwBSVh
118,Dura,"Daddy Yankee",1510,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
119,"no tears left to cry","Ariana Grande",1497,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
120,"La Incondicional","Luis Miguel",1464,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
121,"Darte Remix","Alex Rose",1456,https://open.spotify.com/track/6xqbec9MHRmW7qtEINAlRx
122,Imitadora,"Romeo Santos",1455,https://open.spotify.com/track/6r46lnXFbE9fr2d3KNaGbe
123,"rockstar (feat. 21 Savage)","Post Malone",1451,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
124,"La Peluca","Liro Shaq",1441,https://open.spotify.com/track/2oNcK0pFV5jjtMVs6EJnCw
125,Vuelve,"Daddy Yankee",1440,https://open.spotify.com/track/0gCPvo1GkbtPhMqg5Gbx1K
126,"In My Mind",Dynoro,1440,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
127,"Me Mata","Bad Bunny",1429,https://open.spotify.com/track/2wgDAPgBhFA7pnIbm0YOhP
128,"Don’t Matter To Me (with Michael Jackson)",Drake,1398,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
129,Solo,Amenazzy,1395,https://open.spotify.com/track/7mTWMsbnRPGmyLOEaImXOU
130,Perfect,"Ed Sheeran",1394,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
131,Chambea,"Bad Bunny",1375,https://open.spotify.com/track/6ElmxV9B2mSNscEjP27M7i
132,"Quien Sabe","Natti Natasha",1371,https://open.spotify.com/track/5ZkPBld8QqfUkS6aJG40yj
133,"Better Now","Post Malone",1355,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
134,"Jocelyn Flores",XXXTENTACION,1355,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
135,"Bella y Sensual","Romeo Santos",1352,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
136,"A Partir De Hoy","David Bisbal",1342,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
137,Downtown,Anitta,1341,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
138,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1325,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
139,"Robarte un Beso","Carlos Vives",1319,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
140,STARGAZING,"Travis Scott",1314,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
141,"Lo Que Yo Diga (Dema Ga Ge Gi Go Gu Remix)","El Alfa",1310,https://open.spotify.com/track/7xgRU6IXWSXaOgMeufGtVa
142,Momentos,"Bryant Myers",1307,https://open.spotify.com/track/0FBMicpwUXmtUFP1M7RGfV
143,"Yo No Cojo Fiao","El Alfa",1293,https://open.spotify.com/track/4wN66HOyeTIno3emNfXGST
144,"Tú Foto",Ozuna,1292,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf
145,"El Anillo","Jennifer Lopez",1288,https://open.spotify.com/track/2SpfMQ5TuKsMj1trNwrLVA
146,"Ahora Dice - Real Hasta La Muerte Remix","Chris Jeday",1287,https://open.spotify.com/track/5JrI3Wxx71pwxmtTC7jXys
147,"One Dance",Drake,1286,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
148,Peligrosa,"J Balvin",1281,https://open.spotify.com/track/3Nkqp3NSGWMXVVO08zGpN7
149,"Creo en Ti",Reik,1277,https://open.spotify.com/track/0xXhgLXfEHnWJHVgRvFvdn
150,Dicen,"Matt Hunter",1276,https://open.spotify.com/track/4cfoVJxpHqUqTvBrG1RTyi
151,Coolant,Farruko,1274,https://open.spotify.com/track/2fHOqQ9K6eY0wsbVZiYZPw
152,"El Farsante",Ozuna,1273,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ
153,"Vamo a da una Vuelta - Remix","Bryant Myers",1269,https://open.spotify.com/track/0XY2ujsi67FQSugfC20WLT
154,Youngblood,"5 Seconds of Summer",1264,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
155,"De las 2","Trap Capos",1264,https://open.spotify.com/track/4DS7HoqrKq1dDjeYOKBlu9
156,"Escápate Conmigo (feat. Ozuna, Bad Bunny, De La Ghetto, Arcángel, Noriel & Almighty) - Remix",Wisin,1260,https://open.spotify.com/track/5YY7ht3PCArlLjLbcTiAvh
157,"New Rules","Dua Lipa",1259,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
158,Rise,"Jonas Blue",1255,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
159,Suave,"El Alfa",1247,https://open.spotify.com/track/6NtlO37F4rjD1Z11jnV1rJ
160,"Que Va","Alex Sensation",1246,https://open.spotify.com/track/6J1R5wtPXiHiwiPstOSI56
161,"Tan Celoso",Chimbala,1244,https://open.spotify.com/track/4oylgGWwjMKLSg70fGipb5
162,"The Middle",Zedd,1236,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
163,IDGAF,"Dua Lipa",1230,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
164,"Too Good At Goodbyes","Sam Smith",1226,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
165,"Quisiera Alejarme (feat. Ozuna & CNCO) - Remix",Wisin,1220,https://open.spotify.com/track/4khRdk0vpLBWzGu41Fd7Rl
166,"Sexto Sentido (feat. Bad Bunny)","Gigolo Y La Exce",1217,https://open.spotify.com/track/3iDPALl8BoUbuXZgy6EOWY
167,"Mi Llamada","Rauw Alejandro",1213,https://open.spotify.com/track/4Q41paYcm3GNVETL6w6pPo
168,Mayores,"Becky G",1210,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
169,"Pa Mi (with Ozuna)","Tory Lanez",1207,https://open.spotify.com/track/0CYLDwvvpJQySLA5CvqvSl
170,"Happy Now",Zedd,1203,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
171,"Psycho (feat. Ty Dolla $ign)","Post Malone",1201,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
172,FRIENDS,Marshmello,1195,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
173,"Tacos Altos",Farruko,1193,https://open.spotify.com/track/66pK7thQ0yw1xlqw8AQSlw
174,"Bajo El Agua","Manuel Medrano",1188,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g
175,"Beautiful (feat. Camila Cabello)",Bazzi,1186,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
176,Explícale,Yandel,1182,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG
177,"Diabla - Official Remix",Farruko,1179,https://open.spotify.com/track/2OxUtaKYeahAGNaBiahXtR
178,"Dile Que Tu Me Quieres",Ozuna,1173,https://open.spotify.com/track/5u5MvmVtitax9R1Mxh3reC
179,"Todo El Amor (feat. Maluma & Wisin)","De La Ghetto",1153,https://open.spotify.com/track/4LQL3TMYtU7J8xBUhyjJxQ
180,Medicina,Anitta,1148,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
181,"Borro Cassette",Maluma,1144,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN
182,"Échame La Culpa","Luis Fonsi",1133,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
183,"Me Dediqué a Perderte","Alejandro Fernandez",1129,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
184,"Fuiste Tú","Ricardo Arjona",1129,https://open.spotify.com/track/29csiYMOfBmLmGwxmISrMy
185,"Y Si Te Quedas, ¿Qué?","Santiago Cruz",1124,https://open.spotify.com/track/2CMXO9bnTzOss5Fc6LhND2
186,"I'm Upset",Drake,1122,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
187,"47 - Remix","Anuel Aa",1116,https://open.spotify.com/track/6IoKSUyNOOheJRjiuGb1ew
188,"Culpable O No - Miénteme Como Siempre","Luis Miguel",1115,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
189,"Soy Peor","Bad Bunny",1108,https://open.spotify.com/track/5MT96Zz0ymUJNm8obKZQr0
190,"La llave (feat. Piso 21)","Pablo Alborán",1089,https://open.spotify.com/track/0nJUoF6tA031X6zvX9ee4R
191,Ojala,"Bryant Myers",1089,https://open.spotify.com/track/1FzWGnSxl5NxY6rZM8IQRi
192,Decibel,"Gigolo Y La Exce",1088,https://open.spotify.com/track/6OAVaQ3BdhHAvPptMTk0sv
193,Havana,"Camila Cabello",1088,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
194,"Chica Paranormal","Paulo Londra",1076,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV
195,"La Vida Sin Ti","Piso 21",1076,https://open.spotify.com/track/1RvL7eHoeUolnQbWm2Hnba
196,"Walk It Talk It",Migos,1073,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
197,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",1064,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
198,"Mi Gente","J Balvin",1061,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
199,Darte,"Alex Rose",1057,https://open.spotify.com/track/1l32xprL1vhaCYPZe3Jkxn
200,Centavito,"Romeo Santos",1056,https://open.spotify.com/track/68py7hjoxoGSE8HEoQIIwi
