,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
156,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",26339,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
157,"Let Me Be the One","Julie Anne San Jose",26315,https://open.spotify.com/track/39V6cEoNFwDFRJEOKyj4OR
158,Stars,Callalily,26149,https://open.spotify.com/track/6aDYL0klsShJ1NDScruk2G
159,"Just The Way You Are","Bruno Mars",25962,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
160,"A Thousand Miles","Vanessa Carlton",25921,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP
161,"Fresh Eyes","Andy Grammer",25907,https://open.spotify.com/track/5NDUXbMwcnTQp66tI2zcdR
162,"Dance The Night Away",TWICE,25871,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
163,"Capital Letters","Hailee Steinfeld",25849,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
164,Dura,"Daddy Yankee",25757,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
165,"Chasing Cars","Snow Patrol",25620,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
166,"This Is Me","Keala Settle",25604,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
167,"Little Do You Know","Alex & Sierra",25587,https://open.spotify.com/track/1almCHdsfikRPfVB9VrEdT
168,"This I Promise You",*NSYNC,25401,https://open.spotify.com/track/2Dp2LRrY71XIfLe3co2Qnh
169,Rainbow,"South Border",25191,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK
170,"Power Up","Red Velvet",25019,https://open.spotify.com/track/381g0b6QZxC13SzA2HRMIc
171,STARGAZING,"Travis Scott",25011,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
172,"ILYSB - STRIPPED",LANY,24890,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H
173,"all the kids are depressed","Jeremy Zucker",24810,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
174,"That's What I Like","Bruno Mars",24232,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
175,"Sunday Morning","Maroon 5",24227,https://open.spotify.com/track/5qII2n90lVdPDcgXEEVHNy
176,"The Day You Said Goodnight",Hale,23824,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
177,"Your Body Is a Wonderland","John Mayer",23570,https://open.spotify.com/track/7vFv0yFGMJW3qVXbAd9BK9
178,"High On Life (feat. Bonn)","Martin Garrix",23376,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
179,"I Fall Apart","Post Malone",23369,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
180,"It Might Be You - Theme from Everyday I Love You","Michael Pangilinan",23351,https://open.spotify.com/track/4FdQYoWFym37QDQ2GkEHi1
181,"Never Enough","Loren Allred",23287,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
182,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",23215,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
183,"Tie Me Down (with Elley Duhé)",Gryffin,23207,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
184,"A Million Dreams","Ziv Zaifman",23155,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
185,"OZONE (Itulak Ang Pinto)",UNIQUE,23094,https://open.spotify.com/track/4GrftsNbN1tpqbfyV6jTE1
186,"Versace On The Floor","Bruno Mars",23092,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
187,"I'll Never Go","Erik Santos",22891,https://open.spotify.com/track/4ub59HeXqdYApJtkJqnvXE
188,"Kiss Me","Sixpence None The Richer",22794,https://open.spotify.com/track/754kgU5rWscRTfvlsuEwFp
189,"More Than Words",Extreme,22627,https://open.spotify.com/track/1gVgkQFOKa8Wc1HYsJtPdH
190,Sundo,Imago,22600,https://open.spotify.com/track/2OqQDFY4MgzkAoAZ67CscA
191,"Never Not",Lauv,22587,https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu
192,"Foolish Heart",Nina,22517,https://open.spotify.com/track/0pzEVarX9S2ZFYZFhefZhU
193,"Your Song (My One and Only You)","Julie Anne San Jose",22390,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51
194,"Never Be the Same","Camila Cabello",22277,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
195,"You're Beautiful","James Blunt",22226,https://open.spotify.com/track/3vsNteZn6E5qBSSBO78W7b
196,Gitara,"Parokya Ni Edgar",22182,https://open.spotify.com/track/1ycpU8beNm9bXKvy7s25Jl
197,True,"Ryan Cabrera",22056,https://open.spotify.com/track/0jdeV5dSB3kUBRqe1xQJbh
198,"8 Letters","Why Don't We",21970,https://open.spotify.com/track/6AkFxZzBfyzV5RF7mGkASM
199,"Pusong Ligaw","Jericho Rosales",21961,https://open.spotify.com/track/14pj36HKHd6c72njvGVPWU
200,Kundiman,"Silent Sanctuary",21959,https://open.spotify.com/track/0087fDVeNhuyMtST91RMjv
